1,1585,0,0,0,0,0,0,0*0*0,0*0*0
2,7943,2825,0,0,0.27117,0.635585,2,25*6*2,150*16*2
3,15849,2826,1,0,0.135901,0.567951,2,25*6*2,150*16*2
4,15849,2826,1,0,0.135901,0.567951,2,25*6*2,150*16*2
5,19953,2826,1,0,0.107949,0.553974,2,25*6*2,150*16*2
6,12589,2825,1,0,0.171094,0.585547,2,25*6*2,150*16*2
7,1585,0,0,0,0,0,0,0*0*0,0*0*0
8,40,0,0,0,0,0,0,0*0*0,0*0*0
9,79,0,0,0,0,0,0,0*0*0,0*0*0
10,20,0,0,0,0,0,0,0*0*0,0*0*0
11,1585,0,0,0,0,0,0,0*0*0,0*0*0
12,316,0,0,0,0,0,0,0*0*0,0*0*0
13,20,0,0,0,0,0,0,0*0*0,0*0*0
14,200,0,0,0,0,0,0,0*0*0,0*0*0
15,126,0,0,0,0,0,0,0*0*0,0*0*0
16,50,0,0,0,0,0,0,0*0*0,0*0*0
17,1000,0,0,0,0,0,0,0*0*0,0*0*0
18,1585,0,0,0,0,0,0,0*0*0,0*0*0
19,1000,0,0,0,0,0,0,0*0*0,0*0*0
20,200,0,0,0,0,0,0,0*0*0,0*0*0
21,16,0,0,0,0,0,0,0*0*0,0*0*0
22,316,0,0,0,0,0,0,0*0*0,0*0*0
23,50,0,0,0,0,0,0,0*0*0,0*0*0
24,200,0,0,0,0,0,0,0*0*0,0*0*0
25,50,0,0,0,0,0,0,0*0*0,0*0*0
26,32,0,0,0,0,0,0,0*0*0,0*0*0
27,63,0,0,0,0,0,0,0*0*0,0*0*0
28,50,0,0,0,0,0,0,0*0*0,0*0*0
29,40,0,0,0,0,0,0,0*0*0,0*0*0
30,40,0,0,0,0,0,0,0*0*0,0*0*0
31,40,0,0,0,0,0,0,0*0*0,0*0*0
32,50,0,0,0,0,0,0,0*0*0,0*0*0
33,50,0,0,0,0,0,0,0*0*0,0*0*0
34,50,0,0,0,0,0,0,0*0*0,0*0*0
35,40,0,0,0,0,0,0,0*0*0,0*0*0
36,63,0,0,0,0,0,0,0*0*0,0*0*0
37,50,0,0,0,0,0,0,0*0*0,0*0*0
38,40,0,0,0,0,0,0,0*0*0,0*0*0
39,50,0,0,0,0,0,0,0*0*0,0*0*0
40,40,0,0,0,0,0,0,0*0*0,0*0*0
41,63,0,0,0,0,0,0,0*0*0,0*0*0
42,50,0,0,0,0,0,0,0*0*0,0*0*0
43,50,0,0,0,0,0,0,0*0*0,0*0*0
44,63,0,0,0,0,0,0,0*0*0,0*0*0
45,79,0,0,0,0,0,0,0*0*0,0*0*0
46,100,0,0,0,0,0,0,0*0*0,0*0*0
47,100,0,0,0,0,0,0,0*0*0,0*0*0
48,79,0,0,0,0,0,0,0*0*0,0*0*0
49,126,0,0,0,0,0,0,0*0*0,0*0*0
50,79,0,0,0,0,0,0,0*0*0,0*0*0
51,79,0,0,0,0,0,0,0*0*0,0*0*0
52,79,0,0,0,0,0,0,0*0*0,0*0*0
53,40,0,0,0,0,0,0,0*0*0,0*0*0
54,40,0,0,0,0,0,0,0*0*0,0*0*0
55,63,0,0,0,0,0,0,0*0*0,0*0*0
56,79,0,0,0,0,0,0,0*0*0,0*0*0
57,158,0,0,0,0,0,0,0*0*0,0*0*0
58,316,0,0,0,0,0,0,0*0*0,0*0*0
59,1000,0,0,0,0,0,0,0*0*0,0*0*0
60,3162,2538,0,0,0.425933,0.712966,1,25*6*2,150*16*1
61,5012,2826,1,0,0.429749,0.714874,2,25*6*2,150*16*2
62,15849,2826,1,0,0.135901,0.567951,2,25*6*2,150*16*2
63,6310,2826,1,0,0.341347,0.670674,2,25*6*2,150*16*2
64,15849,2826,1,0,0.135901,0.567951,2,25*6*2,150*16*2
65,794,0,0,0,0,0,0,0*0*0,0*0*0
66,10000,2825,1,0,0.21539,0.607695,2,25*6*2,150*16*2
67,7943,2826,1,0,0.27117,0.635585,2,25*6*2,150*16*2
68,1585,0,0,0,0,0,0,0*0*0,0*0*0
69,15849,2826,1,0,0.135901,0.567951,2,25*6*2,150*16*2
70,2512,2539,1,0,0.536146,0.768073,1,25*6*2,150*16*1
71,19953,2826,1,0,0.107949,0.553974,2,25*6*2,150*16*2
72,12589,2826,1,0,0.171094,0.585547,2,25*6*2,150*16*2
73,3162,2538,1,0,0.425933,0.712966,1,25*6*2,150*16*1
74,3162,2539,1,0,0.425933,0.712966,1,25*6*2,150*16*1
75,3981,2826,1,0,0.541045,0.770522,2,25*6*2,150*16*2
76,2512,2539,1,0,0.536146,0.768073,1,25*6*2,150*16*1
77,3162,2539,1,0,0.425933,0.712966,1,25*6*2,150*16*1
78,1259,0,0,0,0,0,0,0*0*0,0*0*0
79,1000,0,0,0,0,0,0,0*0*0,0*0*0
80,1585,0,0,0,0,0,0,0*0*0,0*0*0
81,2512,2539,1,0,0.536146,0.768073,1,25*6*2,150*16*1
82,3162,2539,1,0,0.425933,0.712966,1,25*6*2,150*16*1
83,3981,2826,1,0,0.541045,0.770522,2,25*6*2,150*16*2
84,12589,2826,1,0,0.171094,0.585547,2,25*6*2,150*16*2
85,1000,0,0,0,0,0,0,0*0*0,0*0*0
86,1995,2538,1,0,0.675088,0.837544,1,25*6*2,150*16*1
87,2512,2539,1,0,0.536146,0.768073,1,25*6*2,150*16*1
88,6310,2826,1,0,0.341347,0.670674,2,25*6*2,150*16*2
89,2512,2539,1,0,0.536146,0.768073,1,25*6*2,150*16*1
90,1000,0,0,0,0,0,0,0*0*0,0*0*0
91,316,0,0,0,0,0,0,0*0*0,0*0*0
92,1000,0,0,0,0,0,0,0*0*0,0*0*0
93,398,0,0,0,0,0,0,0*0*0,0*0*0
94,1000,0,0,0,0,0,0,0*0*0,0*0*0
95,1259,0,0,0,0,0,0,0*0*0,0*0*0
96,631,0,0,0,0,0,0,0*0*0,0*0*0
97,501,0,0,0,0,0,0,0*0*0,0*0*0
98,2512,2539,1,0,0.536146,0.768073,1,25*6*2,150*16*1
99,1995,2539,1,0,0.675088,0.837544,1,25*6*2,150*16*1
100,1995,2539,1,0,0.675088,0.837544,1,25*6*2,150*16*1
101,1995,2539,1,0,0.675088,0.837544,1,25*6*2,150*16*1
102,3162,2539,1,0,0.425933,0.712966,1,25*6*2,150*16*1
103,3162,2539,1,0,0.425933,0.712966,1,25*6*2,150*16*1
104,2512,2539,1,0,0.536146,0.768073,1,25*6*2,150*16*1
105,15849,2825,1,0,0.135901,0.567951,2,25*6*2,150*16*2
106,15849,2826,1,0,0.135901,0.567951,2,25*6*2,150*16*2
107,19953,2826,1,0,0.107949,0.553974,2,25*6*2,150*16*2
108,5012,2826,1,0,0.429749,0.714874,2,25*6*2,150*16*2
109,5012,2826,1,0,0.429749,0.714874,2,25*6*2,150*16*2
110,15849,2825,1,0,0.135901,0.567951,2,25*6*2,150*16*2
111,6310,2826,1,0,0.341347,0.670674,2,25*6*2,150*16*2
112,6310,2826,1,0,0.341347,0.670674,2,25*6*2,150*16*2
113,6310,2826,1,0,0.341347,0.670674,2,25*6*2,150*16*2
114,15849,2826,1,0,0.135901,0.567951,2,25*6*2,150*16*2
115,15849,2825,1,0,0.135901,0.567951,2,25*6*2,150*16*2
116,10000,2826,1,0,0.21539,0.607695,2,25*6*2,150*16*2
117,7943,2826,1,0,0.27117,0.635585,2,25*6*2,150*16*2
118,15849,2826,1,0,0.135901,0.567951,2,25*6*2,150*16*2
119,7943,2826,1,0,0.27117,0.635585,2,25*6*2,150*16*2
120,12589,2825,1,0,0.171094,0.585547,2,25*6*2,150*16*2
121,7943,2826,1,0,0.27117,0.635585,2,25*6*2,150*16*2
122,7943,2826,1,0,0.27117,0.635585,2,25*6*2,150*16*2
123,7943,2826,1,0,0.27117,0.635585,2,25*6*2,150*16*2
124,7943,2826,1,0,0.27117,0.635585,2,25*6*2,150*16*2
125,7943,2825,1,0,0.27117,0.635585,2,25*6*2,150*16*2
126,10000,2826,1,0,0.21539,0.607695,2,25*6*2,150*16*2
127,6310,2826,1,0,0.341347,0.670674,2,25*6*2,150*16*2
128,7943,2826,1,0,0.27117,0.635585,2,25*6*2,150*16*2
129,6310,2825,1,0,0.341347,0.670674,2,25*6*2,150*16*2
130,5012,2826,1,0,0.429749,0.714874,2,25*6*2,150*16*2
131,1995,2539,1,0,0.675088,0.837544,1,25*6*2,150*16*1
132,1585,0,0,0,0,0,0,0*0*0,0*0*0
133,1995,2539,1,0,0.675088,0.837544,1,25*6*2,150*16*1
134,2512,2539,1,0,0.536146,0.768073,1,25*6*2,150*16*1
135,5012,2826,1,0,0.429749,0.714874,2,25*6*2,150*16*2
136,5012,2826,1,0,0.429749,0.714874,2,25*6*2,150*16*2
137,19953,2825,1,0,0.107949,0.553974,2,25*6*2,150*16*2
138,3162,2538,0,0,0.425933,0.712966,1,25*6*2,150*16*1
139,6310,2826,1,0,0.341347,0.670674,2,25*6*2,150*16*2
140,19953,2826,1,0,0.107949,0.553974,2,25*6*2,150*16*2
141,12589,2826,1,0,0.171094,0.585547,2,25*6*2,150*16*2
142,12589,2826,1,0,0.171094,0.585547,2,25*6*2,150*16*2
